family,file,line,cls,why,destination,check,condition,span,deferred
cumulative,_recall_guarded_cumulative_result.py,513,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),cumulative result context changed,quote_sha256(self.context) != self.receipt.final_context_sha256,2,
cumulative,_recall_guarded_cumulative_result.py,515,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),cumulative result messages changed,identity_sha256(list(frozen_messages)) != self.receipt.prompt_messages_sha256,2,
cumulative,_recall_guarded_cumulative_result.py,517,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),cumulative result context accounting changed,count_tokens(self.context) != self.receipt.context_token_proxy,2,
cumulative,_recall_guarded_cumulative_result.py,519,Delete/identity,recomputes a value and compares to a stored field,delete (interior identity cross-check),cumulative result prompt accounting changed,count_chat_prompt_token_proxy(frozen_messages) != self.receipt.prompt_token_proxy,2,
cumulative,_recall_guarded_cumulative_result.py,566,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),cumulative stage prompt cannot be reconstructed,identity_sha256(list(messages)) != stage.prompt_messages_sha256,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,41,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),bound stage has no receipt,"not isinstance(receipt, Mapping)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,64,Test,equality of two derived values,move to pytest over the pure transformation,episodic score changed its bound evidence,row.get('source_id') != evidence['source_id'] or row.get('evidence_text_sha256') != _sha256_text(evidence['text']),5,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,74,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),episodic score contains a non-numeric value,"isinstance(value, bool) or not isinstance(value, (int, float))",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,76,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),episodic score contains a non-finite value,not math.isfinite(float(value)),2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,79,Test,ordering/cap comparison,move to pytest over the pure transformation,"episodic answerability must be in [0, 1]",not 0.0 <= answerability <= 1.0,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,87,Test,equality of two derived values,move to pytest over the pure transformation,episodic token-density accounting changed,"row.get('token_count_proxy') != tokens or not math.isclose(float(row['answerability_per_100_tokens']), density, rel_tol=0.0, abs_tol=1e-12)",6,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,91,Test,equality of two derived values,move to pytest over the pure transformation,episodic answerability band changed,"row.get('answerability_band') != _band(answerability, ANSWERABILITY_BAND_THRESHOLDS)",4,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,95,Test,equality of two derived values,move to pytest over the pure transformation,episodic evidence-density band changed,"row.get('evidence_density_band') != _band(density, EVIDENCE_DENSITY_PER_100_TOKEN_THRESHOLDS)",4,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,97,Delete/identity,compares stored digest fields,delete (interior identity cross-check),episodic evidence-density policy changed,row.get('evidence_density_policy_sha256') != policy_sha256,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,99,Test,boolean policy-flag check,move to pytest over the pure transformation,episodic score changed inspection/calibration status,row.get('calibrated') is not False or row.get('inspected') is not True,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,136,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis claim-score population changed,"not isinstance(claims, list) or not isinstance(claim_scores, list) or [row.get('claim_id') if isinstance(row, Mapping) else None for row in claim_scores] != [ro",8,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,145,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis claim score is incomplete,"not isinstance(answer_value, Mapping) or not isinstance(citation_support, Mapping)",4,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,172,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),bound stage evidence is missing,"not isinstance(evidence_rows, list)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,188,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis label population changed,"not isinstance(labels, list) or [row.get('evidence_id') if isinstance(row, Mapping) else None for row in labels] != expected_label_ids",5,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,192,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis claims must be a list,"not isinstance(claims, list)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,198,Test,len() arity comparison,move to pytest over the pure transformation,synthesis claim population changed,not all(claim_ids) or len(claim_ids) != len(set(claim_ids)),2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,202,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis answer is missing,"not isinstance(answer, Mapping) or not isinstance(answer.get('text'), str)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,207,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis answer claim binding changed,"not isinstance(answer_claims, list) or len(answer_claims) != len(set(answer_claims)) or (not set(answer_claims).issubset(claim_set))",4,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,210,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),abstention retained active claims,(answer_claims or claims) and (not allow_unnormalized_abstention),2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,212,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),non-abstaining synthesis has no answer claim,not answer_claims,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,217,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis claim text is missing,"not isinstance(claim.get('text'), str) or not claim['text']",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,220,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis claim has no citations,"not isinstance(citations, list) or not citations",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,224,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis citation must be an object,"not isinstance(citation, Mapping)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,229,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis citation is incomplete,"evidence is None or not isinstance(quote, str) or (not quote)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,237,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),synthesis citation changed its exact evidence,citation.get('source_id') != evidence['source_id'] or citation.get('evidence_text_sha256') != _sha256_text(str(evidence['text'])) or quote not in str(evidence[',8,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,240,Behavioral,message: nesting/monotonicity,KEEP in-path (recall guard: monotonic nesting),synthesis claim contains a duplicate citation,key in seen_citations,2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,253,Test,equality of two derived values,move to pytest over the pure transformation,synthesis evidence label changed its binding,label.get('source_id') != evidence['source_id'] or label.get('evidence_text_sha256') != _sha256_text(str(evidence['text'])) or label.get('role') not in Evidence,8,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,256,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),synthesis label claim binding changed,"not isinstance(supports, list) or len(supports) != len(set(supports))",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,258,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),synthesis label references an unknown claim,not set(supports).issubset(claim_set),2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,310,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),monotonic answer reuse source labels are missing,"not isinstance(source_labels, list)",2,
cumulative,_recall_guarded_cumulative_synthesis_artifacts.py,355,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),monotonic answer reuse was omitted for no-op additions,require_when_triggered and trigger,2,
